name,city,department,rental_possible_status,rental_possible_confidence,rental_positive_signals,rental_negative_signals,is_aggregator,aggregator_domain,missing_formal_fields,email_questions,contact,price_text,capacity_text,address,source_url,formal_extraction_status,formal_scrape_http_status
Location d'espaces pour professionnels du bien-être - Sensitivea,Yvelines,78,unclear,low,,,no,sensitivea.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://sensitivea.fr/location-despaces,fetch_failed,
SALLE DE SPORT L'Île-Saint-Denis - Pure Fitness Premium,Seine-Saint-Denis,93,unlikely,medium,,cours de yoga; salle de sport,no,pur-fitness.com,prix,Confirmer prix; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,info@purefitness.fr; 01 47 37 28 04; 06 99 30 19 19,,700m2; 800 m2,4 Rue de l'Ancienne Mairie,https://pur-fitness.com/salle/lile-saint-denis,scraped,200
Location Salle de Répétition Paris | IZYSHOW,Paris,75,unclear,low,,,no,izyshow.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,06 61 87 21 80,,,,https://www.izyshow.com/salle-de-repetition-paris,scraped,200
IZYSHOW — La plateforme de location de salles de répétition,Val-de-Marne,94,possible,high,location de salle; location de salles,,no,lesite.izyshow.com,adresse précise,"Confirmer adresse précise; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 02 03 04 05; 06 07 08 09 10,96 € / jour; 90 € / jour; 250 € / jour; 000 € / jour,30m²; 50m²; 700 m2,,https://lesite.izyshow.com?transaction_type=location-a-la-journee,scraped,200
Les meilleurs spas dans le Val-de-Marne dès 49 - Funbooker,Val-de-Marne,94,unclear,low,,,yes,funbooker.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,0730000000,dès 49€; 85 € / personne; 85 €; 49 € / personne,4 pers; 110 m²; 9 places; 30 m²,7 rue Paul Bert,https://www.funbooker.com/fr/category/spa/val-de-marne,scraped,200
Où répéter dans Paris ? - Inspire Studio,Paris,75,possible,high,location de salle; louer une salle,cours de danse,no,inspirestudiosparis.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",inspire.studio.paris@gmail.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; 0666666666; 0531445389; 0135303993,,,160 Rue Oberkampf,https://www.inspirestudiosparis.com/post/o%C3%B9-r%C3%A9p%C3%A9ter-dans-paris,scraped,200
Les Spas du Parc - Spa Hammam Val de Marne,Val-de-Marne,94,unclear,low,,,no,lesspasduparc.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33 1 46 72 43 30; +33 1 46 72 13 23,6€; 4€,300m²,"13 Rue Pierre et Marie Curie""",https://www.lesspasduparc.com/fr,scraped,200
Location de Salles et Réception dans le Val-de-Marne (94),Val-de-Marne,94,possible,medium,location de salle; location de salles,,yes,tourisme-valdemarne.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/cote-pratique/restaurants-et-lieux-de-receptions/location-de-salles-et-reception,scraped,200
Salle des fêtes dans les Yvelines (78) - 1001 Salles,Yvelines,78,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 1 78 12 01 60; +33 6 18 51 18 49; +33 1 30 49 20 45; +33 7 66 54 78 12,100 €; dès 850 €; dès 90 €; dès 139 €,200 personnes; 300m²; 120 m²; 120 personnes,"11 rue Maurice Grandcoing""",https://www.1001salles.com/salle-des-fetes-2-yvelines-d.html,scraped,200
Location salle de formation dans le Val-d'Oise,Val-d'Oise,95,possible,medium,location de salle,,yes,pavillon-napoleon.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 29 67 78 23,,200 m²; 100 m²; 130 personnes; 150 m²,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/location-salle-de-formation-val-d-oise.html,scraped,200
Circle Movement - Un nouveau genre de salle de sport - Paris 11,Paris,75,unlikely,medium,,salle de sport,no,circle-movement.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@circle-movement.com; utilisateur@domaine.com; 0899035483; 0899175120; 0748700539,,,,https://www.circle-movement.com,scraped,200
Louer une salle pour activités de loisirs à Paris - Le 8 Petion,Paris,75,possible,medium,louer une salle,,yes,le8petion.com,"adresse précise, prix, capacité","Confirmer adresse précise; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",08-15443021,,,,https://le8petion.com/location-salle-loisir-paris,scraped,200
Comment louer une salle de sport à Paris ? Le guide complet pour ...,Paris,75,possible,medium,louer une salle,salle de sport,no,briostudios.io,"adresse précise, contact","Confirmer adresse précise; Confirmer contact; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,100€ / heure; 70 € / heure; 200 € / heure,50 m²; 10 personnes; 100 m²; 20 participants,,https://briostudios.io/blog/comment-louer-une-salle-de-sport-a-paris-le-guide-complet-pour-trouver-le-meilleur-espace-sportif,scraped,200
Location suite avec jacuzzi privatif en Essonne - domaine malar,Essonne,91,unclear,low,,,no,domainemalar91.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,06 61 78 88 83,90€,80 personnes; 200m²; 60 personnes; capacité 150,1 Rue de Mondesir,https://www.domainemalar91.com/location-suite-avec-jacuzzi-privatif-en-essonne.html,scraped,200
"Événements, location de salle, mariages et fêtes Seine-Saint-Denis ...",Seine-Saint-Denis,93,possible,high,location de salle,,no,leboncoin.fr,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.leboncoin.fr/cl/evenements/dp_seine-saint-denis,fetch_failed,
Location de salles et lieux de séminaire dans les Hauts-de-Seine,Hauts-de-Seine,92,possible,medium,location de salle; location de salles,,yes,kactus.com,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",hello@kactus.com; 01 84 80 92 92; +33184809292,,200m²; 120m2; 80m2; 60m2,94 Allée du Cordon Boisé,https://www.kactus.com/fr/cat/lieux/seminaire/hauts-de-seine,scraped,200
Location salle de formation dans le Val-d'Oise (95) - 1001 Salles PRO,Val-d'Oise,95,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 1 78 12 01 60; +33 2 32 52 06 81; +33 1 34 67 77 77; +33 6 72 86 40 02,dès 110 €; dès 350 €; dès 500 €; 000 €,220 personnes; 300 m²; 400 places; 50m²,"11 rue Maurice Grandcoing""",https://www.1001salles.com/salle-de-formation-3-val-d-oise-d.html,scraped,200
Location de la salle Ambroise-Croizat - Saint-Denis,Seine-Saint-Denis,93,possible,medium,réserver salle,,no,saintdenis.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",maison.vie.associative@saintdenis.fr; 01 83 72 20 40,,,19 Rue de la Boulangerie 93200 Saint-Denis France Téléphone 01 83 72 20 40 Horaires d'ouverture L,https://www.saintdenis.fr/salle-ambroise-croizat,scraped,200
"Boxe thaï - DOJO 77 : Self-Défense, Boxes, Arts Martiaux",Seine-et-Marne,77,unclear,low,,,no,dojo77.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,14 chemin des Aulnoyes,https://dojo77.fr/boxe-thai,scraped,200
"Dojo 77 - Accueil - DOJO 77 : Self-Défense, Boxes, Arts Martiaux",Seine-et-Marne,77,unclear,low,,,no,dojo77.fr,"adresse précise, contact, capacité",Confirmer adresse précise; Confirmer contact; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,15€,,,https://dojo77.fr,scraped,200
"Studio d'enregistrement Yvelines - Du bon son, du mix, du style ✨",Yvelines,78,possible,medium,louer un studio,,no,lavoixenscene.com,"adresse précise, contact, prix","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,20 m²; 4m²; 16 m²; 40 m²,,https://lavoixenscene.com/location-studios,scraped,200
Location de salle dans les Hauts-de-Seine (92),Hauts-de-Seine,92,possible,medium,location de salle; louer une salle; salle à louer,,yes,directsalles.com,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 46 21 84 39; 0146080809; 07 83 04 02 01; 0146211516; 06.99.65.07.04,,850 m²,55 quai du point du Jour 92100 Boulogne-Billancourt,http://www.directsalles.com/hauts-de-seine,scraped,200
"Événements, location de salle, mariages et fêtes Seine-et-Marne (77)",Seine-et-Marne,77,possible,high,location de salle,,no,leboncoin.fr,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.leboncoin.fr/cl/evenements/dp_seine-et-marne,fetch_failed,
recherche espace bien-être en location/partage – Essonne / Seine ...,Essonne,91,unclear,low,,,no,facebook.com,"adresse précise, prix",Confirmer adresse précise; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,0834862003; 0391788200; 0728690136; 0832147598; 0857723951,,10m2,,https://www.facebook.com/groups/locationcabinetmedical/posts/2099558477501763,scraped,200
Espace Bien-Être à Louer – Saint-Denis (La Réunion) Le centre OM ...,Seine-Saint-Denis,93,unclear,low,,,no,facebook.com,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0212733848; 0391788200; 0728690136; 0832147598; 0857723951,,,65 rue Sainte-Marie,https://www.facebook.com/groups/coloc974/posts/2783606065158228,scraped,200
Location de salle dans le Val-de-Marne : Annonces et offres d'emploi,Val-de-Marne,94,possible,medium,location de salle,,yes,jemepropose.com,"adresse précise, prix","Confirmer adresse précise; Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",0489721983,,100 m2; 80 places; 100m2; 80 personnes,,https://www.jemepropose.com/annonces/location-de-salle/val-de-marne,scraped,200
Location salle mariage en Val-d'oise - Pages Jaunes,Val-d'Oise,95,possible,medium,location de salle; location de salles,,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.pagesjaunes.fr/annuaire/departement/val-d-oise-95/location-salle-mariage,fetch_failed,
Location de salles de réunion en Essonne - Pages Jaunes,Essonne,91,possible,medium,location de salle; location de salles,,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.pagesjaunes.fr/annuaire/departement/essonne-91/location-de-salles-de-reunion,fetch_failed,
Location de salles à Cachan (94),Cachan,94,possible,medium,location de salle; location de salles,,yes,pagesjaunes.fr,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,Allee des Arts 94230 Cachan,https://www.pagesjaunes.fr/annuaire/cachan-94/location-de-salles,fetch_failed,
Salle de Séminaire : Le Carré Marne à Saint-Maur-des-Fossés,Val-de-Marne,94,unclear,low,,,no,tourisme-valdemarne.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,contact@carremarne.com; 01 55 09 16 20; 01 48 73 19 18,,120 m²,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/seminaire/le-carre-marne,scraped,200
Location de salle de réunion dans les Yvelines | Kactus,Yvelines,78,possible,medium,location de salle,,yes,kactus.com,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",hello@kactus.com; 01 84 80 92 92; +33184809292,,14 places; 25 m²; 50 m²; 20 pers,22 Place des Épars,https://www.kactus.com/fr/cat/lieux/reunion/yvelines,scraped,200
"Location de salle, séminaire & événement - YMCA - Mouvement de Jeunesse",Paris,75,possible,medium,location de salle,,yes,ymcafrance.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",secretariat.national@ymca.fr,,120 personnes; 30 personnes; 80 personnes; 20 personnes,5 place de Vénétie,https://ymcafrance.fr/nos-actions-jeunesse-tourisme-inclusion/tourisme-social-et-solidaire/location-de-salle-seminaire-evenement,scraped,200
La Victory • espaces à louer • Cachan FR,Cachan,94,possible,medium,espace à louer/privatiser,,no,la-victory.com,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",+33633881334; +33 6 33 88 13 34,,140m²; 140 m²,30 rue Etienne Dolet 94230 Cachan Vous venez en voiture Plan voiture bus 187 et 162 arrêt Mairie,https://la-victory.com,scraped,200
Salle séminaire en Seine-Saint-Denis (93) | - EvenementielPourTous,Seine-Saint-Denis,93,unclear,low,,,yes,evenementielpourtous.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,info@evenementielpourtous.com; 0424 46 46 43; 042969 10.99; 031984 15.87; 021484 20.75; 016184 23.20,À partir de 250€; Dès 250 €,605 m²; 13 m²; 500 personnes; 2500 m2,50 Av. des Caillols 13012 Marseille E-mail : info@evenementielpourtous.com ACCES PRO Se connecter,https://www.evenementielpourtous.com/location-de-salle/location-de-salle-de-seminaire/ile-de-france/seine-saint-denis,scraped,200
"Arts Martiaux, Boxe, MMA à Cachan et à proximité",Cachan,94,unclear,low,,,yes,ville-data.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://ville-data.com/salle-de-combat-dojo/Cachan-94-94016,fetch_failed,
Location de salles – Les Molières – Essonne 91470,Essonne,91,possible,medium,location de salle; location de salles,,yes,lesmolieres.fr,"adresse précise, prix, capacité","Confirmer adresse précise; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",contact@lesmolieres.fr; 0160120799,,,,https://www.lesmolieres.fr/location-de-salles,scraped,200
Location Salle de réunion Yvelines 24h/7J - B'CoWorker,Yvelines,78,unclear,low,,,yes,bcoworker.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,chosen-sprite@2x.png; 07 57 12 63 10; 0711 10.7071; 0711 13.7071,à partir de 38 €; à partir de 34 €; à partir de 40 €,31m²; 16 personnes; 27m²; 7 personnes,"6 Rue Blaise Pascal""",https://bcoworker.com/coworking-bureaux-elancourt/location-salle-de-reunion-yvelines-24h-7j-bcoworker,scraped,200
Procédure de location de salle | Mairie de Ballancourt sur Essonne,Essonne,91,possible,high,location de salle,,no,ville-ballancourt.fr,"adresse précise, capacité","Confirmer adresse précise; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",association@mairie-ballancourt.fr; mairie@mairie-ballancourt.fr; lukasz.cisek@hob-france.com; 01 64 93 73 73; 0164937373,00 € par heure,,,https://www.ville-ballancourt.fr/articles/procedure-de-location-de-salle,scraped,200
Club de danse à Châtillon (92),Châtillon,92,unlikely,medium,,cours de danse,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,,,,Villa Denise 92320 Châtillon,https://www.pagesjaunes.fr/annuaire/chatillon-92/club-de-danse,fetch_failed,
Louer la salle polyvalente MJC Mont,Cachan,94,possible,medium,louer une salle,,no,rouen.fr,adresse précise,"Confirmer adresse précise; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",02 35 71 94 58,240 €; 40 €; 50 €; 38 €,90 personnes,,https://rouen.fr/fr/salle-polyvalente-mjc-mont-gargan,scraped,200
Location salle Seine et Marne - La Rivière Dorée,Seine-et-Marne,77,unclear,low,,,yes,larivieredoree.com,"contact, prix",Confirmer contact; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,,,144 m²; 168 personnes; 2000 m²,00 Chemin Des Grèves 77167 Bagneaux-sur-Loing France Camping Fontainebleau » Location de salle en Se,https://www.larivieredoree.com/fr/location-salle,scraped,200
Yoga à Châtillon,Châtillon,92,unclear,low,,,no,chatillon-yoga.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,annie.marre@laposte.net; mariehelenemaiz@gmail.com; 06 75 12 12 26; 06 64 51 67 04,,,,https://www.chatillon-yoga.fr,scraped,200
Demandez un devis Location lieu atypique dans le Val-d'Oise,Val-d'Oise,95,unclear,low,,,yes,evenementielpourtous.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,info@evenementielpourtous.com; 06 43 61 06 25; 0424 46 46 43; 042969 10.99; 031984 15.87; 021484 20.75,,100m2; 26m2; 3000M2,50 Av. des Caillols 13012 Marseille E-mail : info@evenementielpourtous.com ACCES PRO Se connecter,https://www.evenementielpourtous.com/location-de-salle/location-lieu-atypique/ile-de-france/val-d-oise,scraped,200
Salle des fêtes à Cachan (94230),Cachan,94,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,0309899298,dès 550 €; dès 55 €; 800 €; 500 €,70 personnes; 58 personnes; 500 personnes; 80 m²,Allee des Arts 94230 Cachan,https://www.1001salles.com/salle-des-fetes-2-cachan-v.html,scraped,200
Maison des associations,Châtillon,92,possible,high,location de salle; location de salles,,no,chatillon-sur-indre.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",mairie@chatillon-sur-indre.fr; 0254387544; 0254388370,,,50 Rue Grande,https://www.chatillon-sur-indre.fr/pages/maison-des-associations,scraped,200
Magnum,Châtillon,92,unclear,low,,,yes,magnum.fr,"contact, prix",Confirmer contact; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,,,400 places; 750m²,Châtillon,https://www.magnum.fr/lieux/dojo-de-paris,scraped,200
Danse salles et leçons à Bagneux (92),Bagneux,92,possible,medium,location studio,,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.pagesjaunes.fr/annuaire/bagneux-92/danse-salles-et-lecons,fetch_failed,
"Local de répétition / Location, recherche à Bagneux (92220)",Bagneux,92,unclear,low,,,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Rue de la Participation 92220 Bagneux,https://www.spectable.com/bagneux-92220/petites-annonces/local-de-repetition/n_2648-l_17756.php,fetch_failed,
Cache Studios BX (@cachestudiosbx),Cachan,94,unclear,low,,,no,instagram.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0648937247; 0404992750; 0832147598; 0857723951; 0635070589,,,,https://www.instagram.com/cachestudiosbx?hl=en,scraped,200
Réserver votre cours de yoga à Bagneux (92),Bagneux,92,possible,medium,location studio,cours de yoga,yes,pagesjaunes.fr,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,Rue de Verrières 92220 Bagneux,https://www.pagesjaunes.fr/annuaire/bagneux-92/yoga,fetch_failed,
"Louer une salle de sport à Bagneux, Île",Bagneux,92,possible,medium,louer une salle,salle de sport,yes,peerspace.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.peerspace.com/fr/spaces/fr/bagneux--%C3%AEle-de-france/gym,fetch_failed,
Studio de danse à Châtillon (92),Châtillon,92,unclear,low,,,yes,funbooker.com,contact,Confirmer contact; Demander explicitement si une location/privatisation de salle est possible.,,220 €; 400 €; 700 €; 350 €,12 participants,Villa Denise 92320 Châtillon,https://www.funbooker.com/fr/annonce/studio-de-danses-a-chatillon-92/voir,scraped,200
"Arts Martiaux, Boxe, MMA à Bagneux",Bagneux,92,unclear,low,,,yes,ville-data.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://ville-data.com/salle-de-combat-dojo/Bagneux-92-92007,fetch_failed,
Fitness Park,Bagneux,92,unlikely,high,,Fitness Park; salle de sport,no,fresha.com,"prix, capacité",Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io; 0595295382; +33 1 46 65 12 33,,,168 Av. Aristide Briand,https://www.fresha.com/fr/lvp/salle-de-sport-bagneux-fitness-park-avenue-aristide-briand-bagneux-jb4751,scraped,200
Weekend spa : voyage au Pays du bien-être - Destination Yvelines,Yvelines,78,unclear,low,,,no,destination-yvelines.fr,"adresse précise, contact, prix",Confirmer adresse précise; Confirmer contact; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,,,800 m²,,https://www.destination-yvelines.fr/weekend-spa-yvelines,scraped,200
"Local de répétition / Location, recherche à Montrouge (92120)",Montrouge,92,unlikely,medium,,cours de danse,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,,,,Avenue de la République 92120 Montrouge,https://www.spectable.com/montrouge-92120/petites-annonces/local-de-repetition/n_2648-l_17747.php,fetch_failed,
Dojo de Paris,Châtillon,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,0317229392,Dès 5000 €; 500 euros; 000 euros; 00 €,2200 m²; 2400 pers; 1200 m²; 2400 personnes,Avenue de Paris 92320 Châtillon,https://www.abcsalles.com/lieu/dojo-de-paris,scraped,200
Salle yoga de 26m2 à Montrouge (92),Montrouge,92,unclear,low,,,yes,kyaoso.com,"contact, prix",Confirmer contact; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,,,26m2,Allee de la Valliere 92120 Montrouge,https://kyaoso.com/listings/salle-yoga-de-26m2-a-montrouge-92-montrouge_0d216770-8e51-4a7e-b8bb-814f706232a2,scraped,200
Tarifs 2022,Bagneux,92,unclear,low,,,no,combagneux.org,capacité,Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0623274962; 0501620979; 0268885055; 0242025718; 0149656950,23 €; 25 €; 26 €; 31 €,,2 cours d'1h/sem 2 211 € +​ 26 € 1 cours d'1h et 1 cours d'1h30 2 ​ 226 € +​ 31 € 2 cours d'1h30 2,https://www.combagneux.org/tarifs-yoga.html,scraped,200
Complexe sportif Jesse Owens,Cachan,94,unclear,low,,,no,ville-cachan.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,09 53 81 94 60; +33 6 07 13 05 11; 06 81 65 31 45; 06 52 28 40 55; 06 73 54 75 98,,,8 rue Camille-Desmoulins 94234 Cachan Cedex +33 1 49 69 69 69 Carte interactive Horaires d'ouver,https://ville-cachan.fr/annuaire-des-equipements/complexe-sportif-jesse-owens,scraped,200
Le Studio Montrouge Naama : dispo et tarif pour événement,Montrouge,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,900 €; 750 €; 400 €; 150 €,700m2; 300 personnes; 700 m²; 100 m²,,https://www.snapevent.fr/location-de-salle/paris/studio-montrouge-naama-4325,scraped,200
Maison des associations et initiatives citoyennes,Cachan,94,unclear,low,,,no,ville-cachan.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,nom.prenom@domaine.com; +33 1 49 69 69 72; +33 1 49 69 69 69,,,8 rue Camille-Desmoulins 94234 Cachan Cedex +33 1 49 69 69 69 Carte interactive Horaires d'ouver,https://ville-cachan.fr/maison-des-associations-et-initiatives-citoyennes,scraped,200
ESPACE YOGA,Châtillon,92,unclear,low,,,no,omeps-chatillon.com,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,contact@espace-yoga.org; 0317727518; 0481127919; 0560649170; 0481134388; 0560650150,,,35 av Clément Perrière 92320 Châtillon QUARTIER : LE STADE - JOLIOT-CURIE Espace Maison-Blanche,https://omeps-chatillon.com/association/espace-yoga,scraped,200
Cours de Dojo et Arts Martiaux à Montrouge,Montrouge,92,unclear,low,,,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Rue Maurice Arnoux 92120 Montrouge,https://www.pagesjaunes.fr/annuaire/montrouge-92/dojo,fetch_failed,
Cours yoga à Montrouge (92),Montrouge,92,possible,medium,location de salle; location de salles,,yes,pagesjaunes.fr,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,Rue Chaintron 92120 Montrouge,https://www.pagesjaunes.fr/annuaire/montrouge-92/yoga-lecons,fetch_failed,
"Louer un studio de danse à Arcueil, Île",Arcueil,94,possible,medium,louer un studio,,yes,peerspace.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.peerspace.com/fr/venues/fr/arcueil--%C3%AEle-de-france/dance-studio,fetch_failed,
Janine,Bagneux,92,unclear,low,,,no,sports.gouv.fr,"contact, prix",Confirmer contact; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,,,3000 m2; 288 m2; 1300 m2; 100 m2,Rue Germaine 92220 Bagneux,https://www.sports.gouv.fr/en/halle-des-sports-janine-jambu,scraped,200
"Local de répétition / Location, recherche à Arcueil (94110)",Arcueil,94,unclear,low,,,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,Avenue de la Convention 94110 Arcueil,https://www.spectable.com/arcueil-94110/petites-annonces/local-de-repetition/n_2648-l_17828.php,fetch_failed,
