_dataset,actionability_score,activity_tags,address,aggregator_domain,ai_source_file,ai_source_kind,ai_source_record_id,candidate_id,candidate_status,capacity_max_detected,capacity_text,category,city,confidence_score,constraints_tags,contact,dedupe_key,department,description,email_questions,evidence_text,fit_beyond_score,formal_completeness_score,formal_extraction_status,formal_scrape_checked_at,formal_scrape_content_type,geo_status,is_aggregator,last_seen_at,lat,lon,missing_formal_fields,name,observation_count,page_type,price_score,price_text,rental_decision_needed,rental_email_question,rental_negative_signals,rental_positive_signals,rental_possible_confidence,rental_possible_status,source_confidence,source_domain,source_reliability,source_url,space_tags,specific_rental_page_url,website
candidate,75,,Sceaux,,ai_classify_retry_chunk_1_0.jsonl,single,venue_venue_rock4you.dance_studios rental_sceaux,venue_venue_rock4you.dance_studios rental_sceaux,to_contact,0,,official multi venue rental page,Sceaux,0.75,,,rock_4_you_studios_rental_sceaux,92,"Page officielle de location multi-studios avec adresses, surfaces, capacités, équipements et tarifs détaillés.","capacity, conditions contractuelles, disponibilités exactes, email, email/téléphone direct, phone, postal_code, price","Page officielle de location multi-studios avec adresses, surfaces, capacités, équipements et tarifs détaillés.",75,0/8,ai_adaptive_extracted,2026-06-20,official_multi_venue_rental_page,in_scope,no,2026-06-20,,,"capacity, conditions contractuelles, disponibilités exactes, email, email/téléphone direct, phone, postal_code, price",Rock 4 You Studios Rental,1,official_multi_venue_rental_page,0,,no,,,"Page officielle de location multi-studios avec adresses, surfaces, capacités, équipements et tarifs détaillés.",0.85,possible,0.75,rock4you.dance,S3,https://www.rock4you.dance/en/salles,,https://www.rock4you.dance/en/salles,https://www.rock4you.dance/en/salles
candidate,80,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,venue_venue_rock4you.dance_studios rental_sceaux,venue_venue_rock4you.dance_studios rental_sceaux_x0_5e23341a87,to_contact,0,up to 50 people,official multi venue rental page,Paris,0.65,,,danse_cadix_paris,75,"Page officielle de location multi-studios avec adresses, surfaces, capacités, équipements et tarifs détaillés.","email, phone","Page officielle de location multi-studios avec adresses, surfaces, capacités, équipements et tarifs détaillés.",80,6/8,ai_adaptive_extracted,2026-06-20,official_multi_venue_rental_page,in_scope,no,2026-06-20,,,"email, phone",Danse Cadix,1,official_multi_venue_rental_page,0,25€/h répétition jusqu'à 6 personnes; 40€/h plus de 6; fêtes 200€ à 500€ selon créneau.,no,,,"Page officielle de location multi-studios avec adresses, surfaces, capacités, équipements et tarifs détaillés.",0.85,possible,0.65,rock4you.dance,S3,https://www.rock4you.dance/en/salles,,https://www.rock4you.dance/en/salles,https://www.rock4you.dance/en/salles
candidate,80,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,venue_venue_rock4you.dance_studios rental_sceaux,venue_venue_rock4you.dance_studios rental_sceaux_x1_67e3220e60,to_contact,0,up to 100 people,official multi venue rental page,Paris,0.65,,,danse_volontaires_paris,75,"Page officielle de location multi-studios avec adresses, surfaces, capacités, équipements et tarifs détaillés.","email, phone","Page officielle de location multi-studios avec adresses, surfaces, capacités, équipements et tarifs détaillés.",80,6/8,ai_adaptive_extracted,2026-06-20,official_multi_venue_rental_page,in_scope,no,2026-06-20,,,"email, phone",Danse Volontaires,1,official_multi_venue_rental_page,0,15€/h cours particulier jusqu'à 6; 25€/h répétition jusqu'à 6; 50€/h location plus de 6 (main room only).,no,,,"Page officielle de location multi-studios avec adresses, surfaces, capacités, équipements et tarifs détaillés.",0.85,possible,0.65,rock4you.dance,S3,https://www.rock4you.dance/en/salles,,https://www.rock4you.dance/en/salles,https://www.rock4you.dance/en/salles
candidate,85,,,,ai_classify_retry_chunk_1_1.jsonl,single,venue_venue_namasteom.com_accepter_,venue_venue_namasteom.com_accepter_,to_contact,0,10-12 personnes allongées sur tapis; 25 personnes assises,official rental page,,0.75,,,centre_namast_om_,75,"La page décrit explicitement la location de la salle de yoga du Centre NamastéOm avec adresse, surface, capacité, équipements et tarifs. Le nom d'entrée 'Accepter' est un artefact de bannière cookies et non le nom du lieu.","city, email, phone","La page décrit explicitement la location de la salle de yoga du Centre NamastéOm avec adresse, surface, capacité, équipements et tarifs. Le nom d'entrée 'Accepter' est un artefact de bannière cookies et non le nom du lieu.",85,5/8,ai_adaptive_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.843487,2.408235,"city, email, phone",Centre NamastéOm,1,official_rental_page,0,"semaine 25 €/h heures creuses, 30 €/h heures pleines; week-end 125 € demi-journée, 250 € journée, 450 € week-end 2 jours, 170 € soirée; promotions ponctuelles 200 €/jour, 400 €/2 jours, 500 €/3 jours",no,,,"La page décrit explicitement la location de la salle de yoga du Centre NamastéOm avec adresse, surface, capacité, équipements et tarifs. Le nom d'entrée 'Accepter' est un artefact de bannière cookies et non le nom du lieu.",0.85,possible,0.75,namasteom.com,S3,https://www.namasteom.com/location-salle,,https://www.namasteom.com/location-salle,https://www.namasteom.com/location-salle
candidate,80,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,venue_venue_namasteom.com_location salle yoga_,venue_venue_namasteom.com_location salle yoga__x0_d71c893b64,to_contact,0,10-12 personnes allongées sur tapis; 25 personnes assises,official rental page,Paris,0.65,,,centre_namast_om_salle_de_yoga_paris,75,"Page officielle explicitement consacrée à la location de la salle de yoga NamastéOm avec adresse, surface, capacité et équipements.","email, phone","Page officielle explicitement consacrée à la location de la salle de yoga NamastéOm avec adresse, surface, capacité et équipements.",80,6/8,ai_adaptive_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,48.843487,2.408235,"email, phone",Centre NamastéOm - salle de yoga,1,official_rental_page,0,Tarifs indiqués plus bas sur la page; vidéo-projecteur 40€/jour ou 25€/demi-journée avec caution 300€.,no,,,"Page officielle explicitement consacrée à la location de la salle de yoga NamastéOm avec adresse, surface, capacité et équipements.",0.85,possible,0.65,namasteom.com,S4,https://www.namasteom.com/location-salle,,https://www.namasteom.com/location-salle,https://www.namasteom.com/location-salle
candidate,83,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,venue_venue_namasteom.com_infos et demande location de la salle_,venue_venue_namasteom.com_infos et demande location de la salle__x0_8b7e57af25,to_contact,0,10-12 tapis; 25 assis (from rental page),official contact rental inquiry page,Paris,0.65,,+33 7 56 90 20 16 — contact@namasteom.com,centre_namast_om_paris,75,Page officielle de contact du centre; elle mentionne explicitement les demandes de location de la salle et fournit adresse/téléphone/email.,price,Page officielle de contact du centre; elle mentionne explicitement les demandes de location de la salle et fournit adresse/téléphone/email.,83,7/8,ai_adaptive_extracted,2026-06-20,official_contact_rental_inquiry_page,in_scope,no,2026-06-20,48.843487,2.408235,price,Centre NamastéOm,1,official_contact_rental_inquiry_page,0,,no,,,Page officielle de contact du centre; elle mentionne explicitement les demandes de location de la salle et fournit adresse/téléphone/email.,0.85,possible,0.65,namasteom.com,S3,https://www.namasteom.com/contact,,https://www.namasteom.com/location-salle,https://www.namasteom.com/contact
candidate,75,,,,ai_classify_retry_chunk_1_0.jsonl,single,obs_legacy-source-records_6795e718fe,obs_legacy-source-records_6795e718fe,to_contact,0,,directory rental venue page,,0.75,,,metta_villa_,94,"Fiche individuelle YogMee marquée Lieu à louer avec coordonnées, site et adresse.","address, capacity, capacité, city, description détaillée, email, phone, postal_code, price, surface, tarifs","Fiche individuelle YogMee marquée Lieu à louer avec coordonnées, site et adresse.",75,-3/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"address, capacity, capacité, city, description détaillée, email, phone, postal_code, price, surface, tarifs",METTA VILLA,1,directory_rental_venue_page,0,,no,,,"Fiche individuelle YogMee marquée Lieu à louer avec coordonnées, site et adresse.",0.85,possible,0.75,yogmee.fr,S3,https://www.yogmee.fr/salles/metta-villa,,https://www.yogmee.fr/salles/metta-villa,https://www.yogmee.fr/salles/metta-villa
candidate,78,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,obs_legacy-source-records_6795e718fe,obs_legacy-source-records_6795e718fe_x0_1af09de0c7,to_contact,0,,directory rental venue page,Salies de Béarn,0.65,,0685122381 — contact@mettavilla.fr,metta_villa_salies_de_b_arn,94,"Fiche individuelle YogMee marquée Lieu à louer avec coordonnées, site et adresse.","capacity, postal_code, price","Fiche individuelle YogMee marquée Lieu à louer avec coordonnées, site et adresse.",78,5/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"capacity, postal_code, price",METTA VILLA,1,directory_rental_venue_page,0,,no,,,"Fiche individuelle YogMee marquée Lieu à louer avec coordonnées, site et adresse.",0.85,possible,0.65,yogmee.fr,S3,https://www.yogmee.fr/salles/metta-villa,,https://www.yogmee.fr/salles/metta-villa,https://www.yogmee.fr/salles/metta-villa
candidate,75,,,,ai_classify_retry_chunk_1_0.jsonl,single,obs_legacy-source-records_6c420dd07c,obs_legacy-source-records_6c420dd07c,to_contact,0,,directory rental venue page,,0.75,,,la_grange_de_la_montagne_vihan_,94,"Fiche YogMee Lieu à louer très détaillée avec salle, hébergement, tarif, adresse et contact.","address, capacity, city, email, phone, postal_code, price, site internet complet tronqué","Fiche YogMee Lieu à louer très détaillée avec salle, hébergement, tarif, adresse et contact.",75,0/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"address, capacity, city, email, phone, postal_code, price, site internet complet tronqué",La Grange de la Montagne Vihan,1,directory_rental_venue_page,0,,no,,,"Fiche YogMee Lieu à louer très détaillée avec salle, hébergement, tarif, adresse et contact.",0.85,possible,0.75,yogmee.fr,S3,https://www.yogmee.fr/salles/salle-pour-stage-en-pleine-nature-au-centre-finistere,,https://www.yogmee.fr/salles/salle-pour-stage-en-pleine-nature-au-centre-finistere,https://www.yogmee.fr/salles/salle-pour-stage-en-pleine-nature-au-centre-finistere
candidate,88,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,obs_legacy-source-records_6c420dd07c,obs_legacy-source-records_6c420dd07c_x0_3ce0a67172,to_contact,0,gîte jusqu'à 8 personnes,directory rental venue page,Landeleau,0.65,,06.06.45.63.45 — ronan.guillou@neuf.fr,la_grange_de_la_montagne_vihan_landeleau,94,"Fiche YogMee Lieu à louer très détaillée avec salle, hébergement, tarif, adresse et contact.",postal_code,"Fiche YogMee Lieu à louer très détaillée avec salle, hébergement, tarif, adresse et contact.",88,7/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,postal_code,La Grange de la Montagne Vihan,1,directory_rental_venue_page,0,Salle: 100€/jour; chambre: forfait 20€ + 10€/personne.,no,,,"Fiche YogMee Lieu à louer très détaillée avec salle, hébergement, tarif, adresse et contact.",0.85,possible,0.65,yogmee.fr,S3,https://www.yogmee.fr/salles/salle-pour-stage-en-pleine-nature-au-centre-finistere,,https://www.yogmee.fr/salles/salle-pour-stage-en-pleine-nature-au-centre-finistere,https://www.yogmee.fr/salles/salle-pour-stage-en-pleine-nature-au-centre-finistere
candidate,75,,,,ai_classify_retry_chunk_1_0.jsonl,single,obs_legacy-source-records_56823f985b,obs_legacy-source-records_56823f985b,to_contact,0,,directory rental venue page,,0.75,,,eka_yoga_centre_de_yoga_de_85_m2_,94,"Fiche individuelle YogMee 'Lieu à louer' avec adresse, taille et coordonnées du gestionnaire.","capacity, capacité, city, description détaillée, email, phone, postal_code, price, tarifs","Fiche individuelle YogMee 'Lieu à louer' avec adresse, taille et coordonnées du gestionnaire.",75,-1/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"capacity, capacité, city, description détaillée, email, phone, postal_code, price, tarifs",Eka Yoga - Centre de Yoga de 85 m2,1,directory_rental_venue_page,0,,no,,,"Fiche individuelle YogMee 'Lieu à louer' avec adresse, taille et coordonnées du gestionnaire.",0.85,possible,0.75,yogmee.fr,S3,https://www.yogmee.fr/salles/centre-de-yoga-de-85-m2-une-salle-daccueil-et-une-salle-denseignement,,https://www.yogmee.fr/salles/centre-de-yoga-de-85-m2-une-salle-daccueil-et-une-salle-denseignement,https://www.yogmee.fr/salles/centre-de-yoga-de-85-m2-une-salle-daccueil-et-une-salle-denseignement
candidate,83,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,obs_legacy-source-records_56823f985b,obs_legacy-source-records_56823f985b_x0_e1ee97a4a2,to_contact,0,85 m²,directory rental venue page,Toulouse,0.65,,0645995562 — contact@ekayoga.fr,eka_yoga_centre_de_yoga_de_85_m2_toulouse,94,"Fiche individuelle YogMee 'Lieu à louer' avec adresse, taille et coordonnées du gestionnaire.","postal_code, price","Fiche individuelle YogMee 'Lieu à louer' avec adresse, taille et coordonnées du gestionnaire.",83,6/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"postal_code, price",Eka Yoga - Centre de Yoga de 85 m2,1,directory_rental_venue_page,0,,no,,,"Fiche individuelle YogMee 'Lieu à louer' avec adresse, taille et coordonnées du gestionnaire.",0.85,possible,0.65,yogmee.fr,S3,https://www.yogmee.fr/salles/centre-de-yoga-de-85-m2-une-salle-daccueil-et-une-salle-denseignement,,https://www.yogmee.fr/salles/centre-de-yoga-de-85-m2-une-salle-daccueil-et-une-salle-denseignement,https://www.yogmee.fr/salles/centre-de-yoga-de-85-m2-une-salle-daccueil-et-une-salle-denseignement
candidate,75,,,,ai_classify_retry_chunk_1_0.jsonl,single,obs_legacy-source-records_9b1a76276c,obs_legacy-source-records_9b1a76276c,to_contact,0,,directory rental venue page,,0.75,,,a_mare_corsica_seaside_small_resort_,94,Fiche YogMee Lieu à louer décrivant la privatisation d'un resort pour retraites avec adresse et contact.,"address, capacity, capacité participants exacte, city, email, phone, postal_code, price, surface salle intérieure, tarifs",Fiche YogMee Lieu à louer décrivant la privatisation d'un resort pour retraites avec adresse et contact.,75,-2/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"address, capacity, capacité participants exacte, city, email, phone, postal_code, price, surface salle intérieure, tarifs",A’mare Corsica Seaside Small Resort,1,directory_rental_venue_page,0,,no,,,Fiche YogMee Lieu à louer décrivant la privatisation d'un resort pour retraites avec adresse et contact.,0.85,possible,0.75,yogmee.fr,S3,https://www.yogmee.fr/salles/amare-corsica-un-havre-de-paix-en-corse-pour-des-retraites-de-yoga-inoubliables,,https://www.yogmee.fr/salles/amare-corsica-un-havre-de-paix-en-corse-pour-des-retraites-de-yoga-inoubliables,https://www.yogmee.fr/salles/amare-corsica-un-havre-de-paix-en-corse-pour-des-retraites-de-yoga-inoubliables
candidate,83,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,obs_legacy-source-records_9b1a76276c,obs_legacy-source-records_9b1a76276c_x0_eb8251d98a,to_contact,0,27 chambres,directory rental venue page,Propriano,0.65,,0495760613 — marketing@amarecorsica.com,a_mare_corsica_seaside_small_resort_propriano,94,Fiche YogMee Lieu à louer décrivant la privatisation d'un resort pour retraites avec adresse et contact.,"postal_code, price",Fiche YogMee Lieu à louer décrivant la privatisation d'un resort pour retraites avec adresse et contact.,83,6/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"postal_code, price",A’mare Corsica Seaside Small Resort,1,directory_rental_venue_page,0,,no,,,Fiche YogMee Lieu à louer décrivant la privatisation d'un resort pour retraites avec adresse et contact.,0.85,possible,0.65,yogmee.fr,S3,https://www.yogmee.fr/salles/amare-corsica-un-havre-de-paix-en-corse-pour-des-retraites-de-yoga-inoubliables,,https://www.yogmee.fr/salles/amare-corsica-un-havre-de-paix-en-corse-pour-des-retraites-de-yoga-inoubliables,https://www.yogmee.fr/salles/amare-corsica-un-havre-de-paix-en-corse-pour-des-retraites-de-yoga-inoubliables
candidate,75,,,,ai_classify_retry_chunk_1_0.jsonl,single,obs_legacy-source-records_dc6828ad5e,obs_legacy-source-records_dc6828ad5e,to_contact,0,,directory rental venue page,,0.75,,,domaine_du_pas_de_l_ane_,94,"Fiche YogMee Lieu à louer avec description de privatisation, capacité, surface, adresse et contact.","address, adresse communale précise, capacity, city, email, phone, postal_code, price, tarifs","Fiche YogMee Lieu à louer avec description de privatisation, capacité, surface, adresse et contact.",75,-1/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"address, adresse communale précise, capacity, city, email, phone, postal_code, price, tarifs",Domaine du Pas de l'Ane,1,directory_rental_venue_page,0,,no,,,"Fiche YogMee Lieu à louer avec description de privatisation, capacité, surface, adresse et contact.",0.85,possible,0.75,yogmee.fr,S3,https://www.yogmee.fr/salles/domaine-du-pas-de-l-ane,,https://www.yogmee.fr/salles/domaine-du-pas-de-l-ane,https://www.yogmee.fr/salles/domaine-du-pas-de-l-ane
candidate,83,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,obs_legacy-source-records_dc6828ad5e,obs_legacy-source-records_dc6828ad5e_x0_2d29d93759,to_contact,0,maximum 11 people,directory rental venue page,Gironde,0.65,,0681710247 — isavolleprince@orange.fr,domaine_du_pas_de_l_ane_gironde,94,"Fiche YogMee Lieu à louer avec description de privatisation, capacité, surface, adresse et contact.","postal_code, price","Fiche YogMee Lieu à louer avec description de privatisation, capacité, surface, adresse et contact.",83,6/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"postal_code, price",Domaine du Pas de l'Ane,1,directory_rental_venue_page,0,,no,,,"Fiche YogMee Lieu à louer avec description de privatisation, capacité, surface, adresse et contact.",0.85,possible,0.65,yogmee.fr,S3,https://www.yogmee.fr/salles/domaine-du-pas-de-l-ane,,https://www.yogmee.fr/salles/domaine-du-pas-de-l-ane,https://www.yogmee.fr/salles/domaine-du-pas-de-l-ane
candidate,75,,,,ai_classify_retry_chunk_1_0.jsonl,single,obs_legacy-source-records_a3298b1e88,obs_legacy-source-records_a3298b1e88,to_contact,0,,directory rental venue page,,0.75,,,ecolodge_la_belle_verte_,94,"Fiche YogMee Lieu à louer avec salle, capacité, hébergement, adresse et contact.","address, capacity, city, email, phone, postal_code, price, site complet tronqué, tarifs","Fiche YogMee Lieu à louer avec salle, capacité, hébergement, adresse et contact.",75,-1/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"address, capacity, city, email, phone, postal_code, price, site complet tronqué, tarifs",Ecolodge la Belle Verte,1,directory_rental_venue_page,0,,no,,,"Fiche YogMee Lieu à louer avec salle, capacité, hébergement, adresse et contact.",0.85,possible,0.75,yogmee.fr,S3,https://www.yogmee.fr/salles/ecolodge-la-belle-verte-lieu-de-retraite-yoga-et-bien-etre,,https://www.yogmee.fr/salles/ecolodge-la-belle-verte-lieu-de-retraite-yoga-et-bien-etre,https://www.yogmee.fr/salles/ecolodge-la-belle-verte-lieu-de-retraite-yoga-et-bien-etre
candidate,83,,Saint-M'Hervé,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,obs_legacy-source-records_a3298b1e88,obs_legacy-source-records_a3298b1e88_x0_2cdec68f91,to_contact,0,Salle 10 à 15 personnes; hébergements 17 personnes maximum,directory rental venue page,Saint-M'Hervé,0.65,,0611309185 — contact@ecolodge-labelleverte.fr,ecolodge_la_belle_verte_saint_m_herv,94,"Fiche YogMee Lieu à louer avec salle, capacité, hébergement, adresse et contact.","postal_code, price","Fiche YogMee Lieu à louer avec salle, capacité, hébergement, adresse et contact.",83,6/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"postal_code, price",Ecolodge la Belle Verte,1,directory_rental_venue_page,0,,no,,,"Fiche YogMee Lieu à louer avec salle, capacité, hébergement, adresse et contact.",0.85,possible,0.65,yogmee.fr,S3,https://www.yogmee.fr/salles/ecolodge-la-belle-verte-lieu-de-retraite-yoga-et-bien-etre,,https://www.yogmee.fr/salles/ecolodge-la-belle-verte-lieu-de-retraite-yoga-et-bien-etre,https://www.yogmee.fr/salles/ecolodge-la-belle-verte-lieu-de-retraite-yoga-et-bien-etre
candidate,75,,,,ai_classify_retry_chunk_1_0.jsonl,single,obs_legacy-source-records_ac6b694019,obs_legacy-source-records_ac6b694019,to_contact,0,,directory rental venue page,,0.75,,,domaine_mas_del_lum_,94,"Fiche YogMee Lieu à louer avec adresse et coordonnées, positionnée pour stages/retraites bien-être.","capacity, capacité, city, email, phone, postal_code, price, surface salle intérieure, tarifs","Fiche YogMee Lieu à louer avec adresse et coordonnées, positionnée pour stages/retraites bien-être.",75,-1/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"capacity, capacité, city, email, phone, postal_code, price, surface salle intérieure, tarifs",Domaine Mas Del Lum,1,directory_rental_venue_page,0,,no,,,"Fiche YogMee Lieu à louer avec adresse et coordonnées, positionnée pour stages/retraites bien-être.",0.85,possible,0.75,yogmee.fr,S3,https://www.yogmee.fr/salles/domaine-mas-del-lum-0,,https://www.yogmee.fr/salles/domaine-mas-del-lum-0,https://www.yogmee.fr/salles/domaine-mas-del-lum-0
candidate,83,,,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,obs_legacy-source-records_ac6b694019,obs_legacy-source-records_ac6b694019_x0_fe126ca563,to_contact,0,4 hectares site,directory rental venue page,Boussac,0.65,,0648054684 — carinegerald6@gmail.com,domaine_mas_del_lum_boussac,94,"Fiche YogMee Lieu à louer avec adresse et coordonnées, positionnée pour stages/retraites bien-être.","postal_code, price","Fiche YogMee Lieu à louer avec adresse et coordonnées, positionnée pour stages/retraites bien-être.",83,6/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"postal_code, price",Domaine Mas Del Lum,1,directory_rental_venue_page,0,,no,,,"Fiche YogMee Lieu à louer avec adresse et coordonnées, positionnée pour stages/retraites bien-être.",0.85,possible,0.65,yogmee.fr,S3,https://www.yogmee.fr/salles/domaine-mas-del-lum-0,,https://www.yogmee.fr/salles/domaine-mas-del-lum-0,https://www.yogmee.fr/salles/domaine-mas-del-lum-0
candidate,75,,,,ai_classify_retry_chunk_1_0.jsonl,single,obs_legacy-source-records_392a9a4bd4,obs_legacy-source-records_392a9a4bd4,to_contact,0,,directory rental venue page,,0.75,,,havre_de_paix_villa_au_bord_d_une_rivi_re_priv_e_,94,"Fiche YogMee Lieu à louer décrivant une villa/retraite avec capacité, surface listée, coordonnées et lien de location.","address, adresse postale complète, capacity, city, conditions de privatisation, email, phone, postal_code, price, tarifs","Fiche YogMee Lieu à louer décrivant une villa/retraite avec capacité, surface listée, coordonnées et lien de location.",75,-2/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"address, adresse postale complète, capacity, city, conditions de privatisation, email, phone, postal_code, price, tarifs",Havre de paix / villa au bord d'une rivière privée,1,directory_rental_venue_page,0,,no,,,"Fiche YogMee Lieu à louer décrivant une villa/retraite avec capacité, surface listée, coordonnées et lien de location.",0.85,possible,0.75,yogmee.fr,S3,https://www.yogmee.fr/salles/havre-de-paix-pour-un-bien-etre-inoubliable-au-bord-dune-riviere-privee,,https://www.yogmee.fr/salles/havre-de-paix-pour-un-bien-etre-inoubliable-au-bord-dune-riviere-privee,https://www.yogmee.fr/salles/havre-de-paix-pour-un-bien-etre-inoubliable-au-bord-dune-riviere-privee
candidate,83,,Prémian / Olargues area,,ai_classify_retry_chunk_1_0.jsonl,extracted_from_listing,obs_legacy-source-records_392a9a4bd4,obs_legacy-source-records_392a9a4bd4_x0_e6160af4ae,to_contact,0,"5 chambres, jusqu'à 13 personnes",directory rental venue page,Prémian / Olargues area,0.65,,0652949386 — laurent.thomasonline@gmail.com,havre_de_paix_villa_au_bord_d_une_rivi_re_priv_e_pr_mian_olargues_area,94,"Fiche YogMee Lieu à louer décrivant une villa/retraite avec capacité, surface listée, coordonnées et lien de location.","address, postal_code, price","Fiche YogMee Lieu à louer décrivant une villa/retraite avec capacité, surface listée, coordonnées et lien de location.",83,5/8,ai_adaptive_extracted,2026-06-20,directory_rental_venue_page,in_scope,no,2026-06-20,,,"address, postal_code, price",Havre de paix / villa au bord d'une rivière privée,1,directory_rental_venue_page,0,,no,,,"Fiche YogMee Lieu à louer décrivant une villa/retraite avec capacité, surface listée, coordonnées et lien de location.",0.85,possible,0.65,yogmee.fr,S3,https://www.yogmee.fr/salles/havre-de-paix-pour-un-bien-etre-inoubliable-au-bord-dune-riviere-privee,,https://www.yogmee.fr/salles/havre-de-paix-pour-un-bien-etre-inoubliable-au-bord-dune-riviere-privee,https://www.yogmee.fr/salles/havre-de-paix-pour-un-bien-etre-inoubliable-au-bord-dune-riviere-privee
candidate,93,,,,ai_classify_retry_chunk_1_1.jsonl,single,venue_venue_lemagasin.org_location de salles_,venue_venue_lemagasin.org_location de salles_,to_contact,0,Le Plato: jauge 68 places,official rental page,,0.75,,01 49 65 49 52,le_magasin_vagabond_,75,"Page officielle de location de salles à Malakoff pour répétitions, théâtre, tournage et formations; elle détaille notamment la salle Le Plato, tarifs indicatifs et contact/devis.","city, email, postal_code","Page officielle de location de salles à Malakoff pour répétitions, théâtre, tournage et formations; elle détaille notamment la salle Le Plato, tarifs indicatifs et contact/devis.",93,5/8,ai_adaptive_extracted,2026-06-20,official_rental_page,in_scope,no,2026-06-20,,,"city, email, postal_code",Le Magasin / Vagabond,1,official_rental_page,0,"à partir de 25 €/heure, tarifs dégressifs et devis personnalisé",no,,,"Page officielle de location de salles à Malakoff pour répétitions, théâtre, tournage et formations; elle détaille notamment la salle Le Plato, tarifs indicatifs et contact/devis.",0.85,possible,0.75,lemagasin.org,S4,https://www.lemagasin.org/location-salle-repetition-theatre-paris,,https://www.lemagasin.org/location-salle-repetition-theatre-paris,https://www.lemagasin.org/location-salle-repetition-theatre-paris
candidate,65,,,,ai_classify_retry_chunk_1_1.jsonl,single,obs_legacy-source-records_692aae21fb,obs_legacy-source-records_692aae21fb,new,0,non indiqué,third party directory profile,,0.75,,,82_studio_,77,Fiche annuaire EasyZic pour un studio unique; elle décrit des services d'enregistrement/mixage mais ne présente pas une location de salle au public dans l'extrait.,"city, email, phone, postal_code, rental_page_url",Fiche annuaire EasyZic pour un studio unique; elle décrit des services d'enregistrement/mixage mais ne présente pas une location de salle au public dans l'extrait.,65,3/8,ai_adaptive_extracted,2026-06-20,third_party_directory_profile,in_scope,no,2026-06-20,48.945352,2.879354,"city, email, phone, postal_code, rental_page_url",82 Studio,1,third_party_directory_profile,0,non indiqué,yes,Fiche annuaire EasyZic pour un studio unique; elle décrit des services d'enregistrement/mixage mais ne présente pas une location de salle au public dans l'extrait.,,,0.55,unclear,0.75,easyzic.com,S3,"https://www.easyzic.com/annuaire/etablissements/82-studio,301647.html",,,"https://www.easyzic.com/annuaire/etablissements/82-studio,301647.html"
candidate,73,,,,ai_classify_retry_chunk_1_1.jsonl,single,obs_legacy-source-records_afc6798626,obs_legacy-source-records_afc6798626,new,0,non indiqué,third party directory profile,,0.75,,+33 1.64.33.31.01,82studio_,77,Fiche annuaire d'un établissement unique avec adresse et téléphone; aucune information de location de salle ou réservation d'espace n'est visible.,"city, email, rental_page_url",Fiche annuaire d'un établissement unique avec adresse et téléphone; aucune information de location de salle ou réservation d'espace n'est visible.,73,5/8,ai_adaptive_extracted,2026-06-20,third_party_directory_profile,in_scope,no,2026-06-20,48.945352,2.879354,"city, email, rental_page_url",82Studio,1,third_party_directory_profile,0,non indiqué,yes,Fiche annuaire d'un établissement unique avec adresse et téléphone; aucune information de location de salle ou réservation d'espace n'est visible.,,,0.55,unclear,0.75,easyzic.com,S3,"https://www.easyzic.com/annuaire/etablissements/82studio,385757.html",,,"https://www.easyzic.com/annuaire/etablissements/82studio,385757.html"
