name,city,department,is_aggregator,aggregator_domain,missing_formal_fields,email_questions,contact,price_text,capacity_text,address,source_url,formal_extraction_status,formal_scrape_http_status
Accompagnement des artistes : Salles de répétition et de spectacle - Association des Maisons de quartier de Reims,Val-de-Marne,94,yes,maisondequartier-reims.fr,contact,Confirmer contact,,80 €,80 places; 90 places,73 rue Alexandre Henrot) est mis à disposition des groupes membres du centre de ressources . Il s,http://www.maisondequartier-reims.fr/salles-de-repetition-et-de-spectacle,scraped,200
Dojo Gérard Bailo - Sainte-Geneviève-des-Bois - Essonne.gouv.fr,Essonne,91,no,essonne.gouv.fr,prix,Confirmer prix,clemence-cassier@sgdb91.com; florian-diard@sgdb91.com; 01 69 46 80 23; 01 69 25 59 80,,532m²; 150 places,4 rue Léonard de Vinci 91090,https://www.essonne.gouv.fr/Jeux-Olympiques-et-Paralympiques-de-Paris-2024/Les-Centres-de-Preparation-aux-Jeux-CPJ/Judo/Dojo-Gerard-Bailo-Sainte-Genevieve-des-Bois,scraped,200
"Local de répétition / Location, recherche à Franconville (95130)",Val-d'Oise,95,yes,spectable.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.spectable.com/franconville-95130/petites-annonces/local-de-repetition/n_2648-l_17890.php,fetch_failed,
Seine-Saint-Denis (93) : Mc93 - Salle De Répétition,Seine-Saint-Denis,93,no,billetreduc.com,prix,Confirmer prix,sav@billetreduc.com; +33 664942730,,100 places,1 place achetée = 1 place offerte Offres du jour Offres limitées Invitations Offres privilèges Tou,https://www.billetreduc.com/8536/salle.htm,scraped,200
Les DOJO et Districts – Comité de Judo du Val de Marne - judo94.net,Val-de-Marne,94,no,judo94.net,"prix, capacité",Confirmer prix; Confirmer capacité,judo94@orange.fr; 01 47 18 12 12; 01 48 81 11 01; 01 45 76 60 98; 01 45 18 82 50; 01 49 59 93 59,,,169 av. M. Berteaux – Tél : 01 45 76 60 98 SAINT-MAUR : Centre Brossolette,https://judo94.net/la-ligue/dojos-et-districts,scraped,200
Venir répéter | MPAA - Maison des pratiques artistiques amateurs,Hauts-de-Seine,92,no,mpaa.fr,"adresse précise, contact, capacité",Confirmer adresse précise; Confirmer contact; Confirmer capacité,,20 € /; 8 € /; 2 € /,,,https://www.mpaa.fr/salles-repetition,scraped,200
"Location de salles de répétition à Paris (danse, théâtre...) | Facebook",Paris,75,no,facebook.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,0391788200; 0832147598; 0857723951; 0200429809; 0204744918,,,,https://www.facebook.com/groups/257289725206307,scraped,200
MC93 - Maison de la Culture de Seine-Saint-Denis - Salle de ...,Seine-Saint-Denis,93,no,locations.filmfrance.net,"contact, prix",Confirmer contact; Confirmer prix,,,000 m2; 053 m2; 800 m2,9 Boulevard Lénine 93000 Bobigny France,https://locations.filmfrance.net/fr/location/mc93-maison-de-la-culture-de-seine-saint-denis-bobigny-salle-de-lecture,scraped,200
Covent garden Eragny | Studio pour les projets musicaux Cergy,Val-d'Oise,95,no,covent-garden-eragny.fr,prix,Confirmer prix,01 85 53 02 85; 0488944492,,170 personnes,1 Rue du Bouvreuil 95610 Eragny-sur-Oise Parc d'Activité de la Danne Horaires Du Lundi au Vendre,https://www.covent-garden-eragny.fr,scraped,200
Location salle des fêtes en Hauts-de-seine - Pages Jaunes,Hauts-de-Seine,92,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.pagesjaunes.fr/annuaire/departement/hauts-de-seine-92/location-salle-des-fetes,fetch_failed,
"Dojo à Saint-Denis, 93200.",Seine-Saint-Denis,93,no,dojoici.com,"prix, capacité",Confirmer prix; Confirmer capacité,0148226481; 0613387245; +33148335275; 0620758036; 0608126902,,,9 Av. Roger Semat,https://dojoici.com/ville/saint-denis_93200,scraped,200
ESPACE BIEN ETRE PARIS 14 - YogMee,Paris,75,no,yogmee.fr,"prix, capacité",Confirmer prix; Confirmer capacité,confiance-detente@live.fr; 0577978450; 0681434891,,,14 Rue Louis morard 75014 PARIS France Caractéristiques Situation 48.8287098,https://www.yogmee.fr/salles/espace-bien-etre-paris-14,scraped,200
Salle de théâtre - Location salle répétition spectacle | IZYSHOW,Hauts-de-Seine,92,yes,lesite.izyshow.com,adresse précise,Confirmer adresse précise,bouncingwall.paris@gmail.com; contact.tsmgo@gmail.com; 0833741218; 0226690365,40 € par heure,200 m²; 56 m²,,https://lesite.izyshow.com/fr/listings/2040369-salle-de-theatre,scraped,200
Salle de réception en Val-de-marne - Pages Jaunes,Val-de-Marne,94,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.pagesjaunes.fr/annuaire/departement/val-de-marne-94/salle-de-reception,fetch_failed,
Coworking Beauté | Maison Lecomte | Saint-denis (93),Seine-Saint-Denis,93,no,maison-lecomte.com,prix,Confirmer prix,contact@maison-lecomte.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; 0999999999; 0975609756; 0487804878; 0208333333; 0104166666,,400 m²; 8 m²; 38 m²; 8m2,"1 Boulevard Félix Faure""}} {""@context"":""https://schema.org/""",https://www.maison-lecomte.com,scraped,200
Studios de répétition associatifs | Essonne | Accord Majeur,Essonne,91,no,accordmajeur.org,"prix, capacité",Confirmer prix; Confirmer capacité,8c4075d5481d476e945486754f783364@sentry.io; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 0531445389; 05-3391-9791,,,"14 Rue Léo Lagrange""}} {""@context"":""https://schema.org/""",https://www.accordmajeur.org,scraped,200
Location de salles - SEINE ET MARNE - Pages Jaunes,Seine-et-Marne,77,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.pagesjaunes.fr/annuaire/departement/seine-et-marne-77/location-de-salles,fetch_failed,
Location salle bien-être Hauts-de-France | Gîte et yourte,Hauts-de-Seine,92,yes,letangpresent.fr,prix,Confirmer prix,contact@letangpresent.fr; 06 30 10 28 99; +33630102899,,35 m²; 9 personnes; 12 personnes; 27 m²,179 rue Jean Duez 59171 Hornaing L’Etang Présent,https://letangpresent.fr/location-salle-bien-etre-hauts-de-france,scraped,200
Salle de repetition - Théâtre Artistic Athévains,Val-d'Oise,95,no,artistictheatre.com,adresse précise,Confirmer adresse précise,aatheatre@gmail.com; 01.43.56.38.32,230€ / jour; 170€; 100€; 25€ / heure,110m²; 25 personnes; 70m²; 20 personnes,,https://artistictheatre.com/salle-repetition,scraped,200
Location de salles de réunion en Yvelines - Pages Jaunes,Yvelines,78,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.pagesjaunes.fr/annuaire/departement/yvelines-78/location-de-salles-de-reunion,fetch_failed,
Espace Bien-Être à Sous-Louer – Saint-Denis (Réunion) OM ...,Seine-Saint-Denis,93,no,facebook.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,0212733848; 0391788200; 0728690136; 0832147598; 0857723951,,,,https://www.facebook.com/groups/coloc974/posts/2664064500445719,scraped,200
Locations de vacances Love Room en Seine Saint-Denis - Gites.fr,Seine-Saint-Denis,93,no,gites.fr,"adresse précise, contact, prix",Confirmer adresse précise; Confirmer contact; Confirmer prix,,,50 m²; 4 personnes; 40 m²; 2 personnes,,https://www.gites.fr/love-room_seine-saint-denis_d93.html,scraped,200
Location salle des fêtes en Essonne - Pages Jaunes,Essonne,91,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.pagesjaunes.fr/annuaire/departement/essonne-91/location-salle-des-fetes,fetch_failed,
Location d'espaces pour professionnels du bien-être - Sensitivea,Yvelines,78,no,sensitivea.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://sensitivea.fr/location-despaces,fetch_failed,
SALLE DE SPORT L'Île-Saint-Denis - Pure Fitness Premium,Seine-Saint-Denis,93,no,pur-fitness.com,prix,Confirmer prix,info@purefitness.fr; 01 47 37 28 04; 06 99 30 19 19,,700m2; 800 m2,4 Rue de l'Ancienne Mairie,https://pur-fitness.com/salle/lile-saint-denis,scraped,200
Location Salle de Répétition Paris | IZYSHOW,Paris,75,no,izyshow.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,06 61 87 21 80,,,,https://www.izyshow.com/salle-de-repetition-paris,scraped,200
IZYSHOW — La plateforme de location de salles de répétition,Val-de-Marne,94,no,lesite.izyshow.com,adresse précise,Confirmer adresse précise,01 02 03 04 05; 06 07 08 09 10,96 € / jour; 90 € / jour; 250 € / jour; 000 € / jour,30m²; 50m²; 700 m2,,https://lesite.izyshow.com?transaction_type=location-a-la-journee,scraped,200
Où répéter dans Paris ? - Inspire Studio,Paris,75,no,inspirestudiosparis.com,"prix, capacité",Confirmer prix; Confirmer capacité,inspire.studio.paris@gmail.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; 0666666666; 0531445389; 0135303993,,,160 Rue Oberkampf,https://www.inspirestudiosparis.com/post/o%C3%B9-r%C3%A9p%C3%A9ter-dans-paris,scraped,200
Location de Salles et Réception dans le Val-de-Marne (94),Val-de-Marne,94,yes,tourisme-valdemarne.com,"prix, capacité",Confirmer prix; Confirmer capacité,01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/cote-pratique/restaurants-et-lieux-de-receptions/location-de-salles-et-reception,scraped,200
Location salle de formation dans le Val-d'Oise,Val-d'Oise,95,yes,pavillon-napoleon.fr,prix,Confirmer prix,06 29 67 78 23,,200 m²; 100 m²; 130 personnes; 150 m²,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/location-salle-de-formation-val-d-oise.html,scraped,200
Circle Movement - Un nouveau genre de salle de sport - Paris 11,Paris,75,no,circle-movement.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,contact@circle-movement.com; utilisateur@domaine.com; 0899035483; 0899175120; 0748700539,,,,https://www.circle-movement.com,scraped,200
Louer une salle pour activités de loisirs à Paris - Le 8 Petion,Paris,75,yes,le8petion.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,08-15443021,,,,https://le8petion.com/location-salle-loisir-paris,scraped,200
Comment louer une salle de sport à Paris ? Le guide complet pour ...,Paris,75,no,briostudios.io,"adresse précise, contact",Confirmer adresse précise; Confirmer contact,,100€ / heure; 70 € / heure; 200 € / heure,50 m²; 10 personnes; 100 m²; 20 participants,,https://briostudios.io/blog/comment-louer-une-salle-de-sport-a-paris-le-guide-complet-pour-trouver-le-meilleur-espace-sportif,scraped,200
"Événements, location de salle, mariages et fêtes Seine-Saint-Denis ...",Seine-Saint-Denis,93,no,leboncoin.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.leboncoin.fr/cl/evenements/dp_seine-saint-denis,fetch_failed,
Location de salles et lieux de séminaire dans les Hauts-de-Seine,Hauts-de-Seine,92,yes,kactus.com,prix,Confirmer prix,hello@kactus.com; 01 84 80 92 92; +33184809292,,200m²; 120m2; 80m2; 60m2,94 Allée du Cordon Boisé,https://www.kactus.com/fr/cat/lieux/seminaire/hauts-de-seine,scraped,200
Location de la salle Ambroise-Croizat - Saint-Denis,Seine-Saint-Denis,93,no,saintdenis.fr,"prix, capacité",Confirmer prix; Confirmer capacité,maison.vie.associative@saintdenis.fr; 01 83 72 20 40,,,19 Rue de la Boulangerie 93200 Saint-Denis France Téléphone 01 83 72 20 40 Horaires d'ouverture L,https://www.saintdenis.fr/salle-ambroise-croizat,scraped,200
"Boxe thaï - DOJO 77 : Self-Défense, Boxes, Arts Martiaux",Seine-et-Marne,77,no,dojo77.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,14 chemin des Aulnoyes,https://dojo77.fr/boxe-thai,scraped,200
"Dojo 77 - Accueil - DOJO 77 : Self-Défense, Boxes, Arts Martiaux",Seine-et-Marne,77,no,dojo77.fr,"adresse précise, contact, capacité",Confirmer adresse précise; Confirmer contact; Confirmer capacité,,15€,,,https://dojo77.fr,scraped,200
"Studio d'enregistrement Yvelines - Du bon son, du mix, du style ✨",Yvelines,78,no,lavoixenscene.com,"adresse précise, contact, prix",Confirmer adresse précise; Confirmer contact; Confirmer prix,,,20 m²; 4m²; 16 m²; 40 m²,,https://lavoixenscene.com/location-studios,scraped,200
Location de salle dans les Hauts-de-Seine (92),Hauts-de-Seine,92,yes,directsalles.com,prix,Confirmer prix,01 46 21 84 39; 0146080809; 07 83 04 02 01; 0146211516; 06.99.65.07.04,,850 m²,55 quai du point du Jour 92100 Boulogne-Billancourt,http://www.directsalles.com/hauts-de-seine,scraped,200
"Événements, location de salle, mariages et fêtes Seine-et-Marne (77)",Seine-et-Marne,77,no,leboncoin.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.leboncoin.fr/cl/evenements/dp_seine-et-marne,fetch_failed,
recherche espace bien-être en location/partage – Essonne / Seine ...,Essonne,91,no,facebook.com,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,0834862003; 0391788200; 0728690136; 0832147598; 0857723951,,10m2,,https://www.facebook.com/groups/locationcabinetmedical/posts/2099558477501763,scraped,200
Espace Bien-Être à Louer – Saint-Denis (La Réunion) Le centre OM ...,Seine-Saint-Denis,93,no,facebook.com,"prix, capacité",Confirmer prix; Confirmer capacité,0212733848; 0391788200; 0728690136; 0832147598; 0857723951,,,65 rue Sainte-Marie,https://www.facebook.com/groups/coloc974/posts/2783606065158228,scraped,200
Location de salle dans le Val-de-Marne : Annonces et offres d'emploi,Val-de-Marne,94,yes,jemepropose.com,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,0489721983,,100 m2; 80 places; 100m2; 80 personnes,,https://www.jemepropose.com/annonces/location-de-salle/val-de-marne,scraped,200
Location salle mariage en Val-d'oise - Pages Jaunes,Val-d'Oise,95,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.pagesjaunes.fr/annuaire/departement/val-d-oise-95/location-salle-mariage,fetch_failed,
Location de salles de réunion en Essonne - Pages Jaunes,Essonne,91,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.pagesjaunes.fr/annuaire/departement/essonne-91/location-de-salles-de-reunion,fetch_failed,
Location de salles à Cachan (94),Cachan,94,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Allee des Arts 94230 Cachan,https://www.pagesjaunes.fr/annuaire/cachan-94/location-de-salles,fetch_failed,
Salle de Séminaire : Le Carré Marne à Saint-Maur-des-Fossés,Val-de-Marne,94,no,tourisme-valdemarne.com,prix,Confirmer prix,contact@carremarne.com; 01 55 09 16 20; 01 48 73 19 18,,120 m²,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/seminaire/le-carre-marne,scraped,200
Location de salle de réunion dans les Yvelines | Kactus,Yvelines,78,yes,kactus.com,prix,Confirmer prix,hello@kactus.com; 01 84 80 92 92; +33184809292,,14 places; 25 m²; 50 m²; 20 pers,22 Place des Épars,https://www.kactus.com/fr/cat/lieux/reunion/yvelines,scraped,200
"Location de salle, séminaire & événement - YMCA - Mouvement de Jeunesse",Paris,75,yes,ymcafrance.fr,prix,Confirmer prix,secretariat.national@ymca.fr,,120 personnes; 30 personnes; 80 personnes; 20 personnes,5 place de Vénétie,https://ymcafrance.fr/nos-actions-jeunesse-tourisme-inclusion/tourisme-social-et-solidaire/location-de-salle-seminaire-evenement,scraped,200
La Victory • espaces à louer • Cachan FR,Cachan,94,no,la-victory.com,prix,Confirmer prix,+33633881334; +33 6 33 88 13 34,,140m²; 140 m²,30 rue Etienne Dolet 94230 Cachan Vous venez en voiture Plan voiture bus 187 et 162 arrêt Mairie,https://la-victory.com,scraped,200
"Arts Martiaux, Boxe, MMA à Cachan et à proximité",Cachan,94,yes,ville-data.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://ville-data.com/salle-de-combat-dojo/Cachan-94-94016,fetch_failed,
Location de salles – Les Molières – Essonne 91470,Essonne,91,yes,lesmolieres.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,contact@lesmolieres.fr; 0160120799,,,,https://www.lesmolieres.fr/location-de-salles,scraped,200
Procédure de location de salle | Mairie de Ballancourt sur Essonne,Essonne,91,no,ville-ballancourt.fr,"adresse précise, capacité",Confirmer adresse précise; Confirmer capacité,association@mairie-ballancourt.fr; mairie@mairie-ballancourt.fr; lukasz.cisek@hob-france.com; 01 64 93 73 73; 0164937373,00 € par heure,,,https://www.ville-ballancourt.fr/articles/procedure-de-location-de-salle,scraped,200
Club de danse à Châtillon (92),Châtillon,92,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Villa Denise 92320 Châtillon,https://www.pagesjaunes.fr/annuaire/chatillon-92/club-de-danse,fetch_failed,
Louer la salle polyvalente MJC Mont,Cachan,94,no,rouen.fr,adresse précise,Confirmer adresse précise,02 35 71 94 58,240 €; 40 €; 50 €; 38 €,90 personnes,,https://rouen.fr/fr/salle-polyvalente-mjc-mont-gargan,scraped,200
Location salle Seine et Marne - La Rivière Dorée,Seine-et-Marne,77,yes,larivieredoree.com,"contact, prix",Confirmer contact; Confirmer prix,,,144 m²; 168 personnes; 2000 m²,00 Chemin Des Grèves 77167 Bagneaux-sur-Loing France Camping Fontainebleau » Location de salle en Se,https://www.larivieredoree.com/fr/location-salle,scraped,200
Yoga à Châtillon,Châtillon,92,no,chatillon-yoga.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,annie.marre@laposte.net; mariehelenemaiz@gmail.com; 06 75 12 12 26; 06 64 51 67 04,,,,https://www.chatillon-yoga.fr,scraped,200
Demandez un devis Location lieu atypique dans le Val-d'Oise,Val-d'Oise,95,yes,evenementielpourtous.com,prix,Confirmer prix,info@evenementielpourtous.com; 06 43 61 06 25; 0424 46 46 43; 042969 10.99; 031984 15.87; 021484 20.75,,100m2; 26m2; 3000M2,50 Av. des Caillols 13012 Marseille E-mail : info@evenementielpourtous.com ACCES PRO Se connecter,https://www.evenementielpourtous.com/location-de-salle/location-lieu-atypique/ile-de-france/val-d-oise,scraped,200
Maison des associations,Châtillon,92,no,chatillon-sur-indre.fr,"prix, capacité",Confirmer prix; Confirmer capacité,mairie@chatillon-sur-indre.fr; 0254387544; 0254388370,,,50 Rue Grande,https://www.chatillon-sur-indre.fr/pages/maison-des-associations,scraped,200
Magnum,Châtillon,92,yes,magnum.fr,"contact, prix",Confirmer contact; Confirmer prix,,,400 places; 750m²,Châtillon,https://www.magnum.fr/lieux/dojo-de-paris,scraped,200
Danse salles et leçons à Bagneux (92),Bagneux,92,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.pagesjaunes.fr/annuaire/bagneux-92/danse-salles-et-lecons,fetch_failed,
"Local de répétition / Location, recherche à Bagneux (92220)",Bagneux,92,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue de la Participation 92220 Bagneux,https://www.spectable.com/bagneux-92220/petites-annonces/local-de-repetition/n_2648-l_17756.php,fetch_failed,
Cache Studios BX (@cachestudiosbx),Cachan,94,no,instagram.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,0648937247; 0404992750; 0832147598; 0857723951; 0635070589,,,,https://www.instagram.com/cachestudiosbx?hl=en,scraped,200
Réserver votre cours de yoga à Bagneux (92),Bagneux,92,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue de Verrières 92220 Bagneux,https://www.pagesjaunes.fr/annuaire/bagneux-92/yoga,fetch_failed,
"Louer une salle de sport à Bagneux, Île",Bagneux,92,yes,peerspace.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.peerspace.com/fr/spaces/fr/bagneux--%C3%AEle-de-france/gym,fetch_failed,
Studio de danse à Châtillon (92),Châtillon,92,yes,funbooker.com,contact,Confirmer contact,,220 €; 400 €; 700 €; 350 €,12 participants,Villa Denise 92320 Châtillon,https://www.funbooker.com/fr/annonce/studio-de-danses-a-chatillon-92/voir,scraped,200
"Arts Martiaux, Boxe, MMA à Bagneux",Bagneux,92,yes,ville-data.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://ville-data.com/salle-de-combat-dojo/Bagneux-92-92007,fetch_failed,
Fitness Park,Bagneux,92,no,fresha.com,"prix, capacité",Confirmer prix; Confirmer capacité,388fe63e6063cc241ca2a1b0f52622a3@o61919.ingest.us.sentry.io; 0595295382; +33 1 46 65 12 33,,,168 Av. Aristide Briand,https://www.fresha.com/fr/lvp/salle-de-sport-bagneux-fitness-park-avenue-aristide-briand-bagneux-jb4751,scraped,200
Weekend spa : voyage au Pays du bien-être - Destination Yvelines,Yvelines,78,no,destination-yvelines.fr,"adresse précise, contact, prix",Confirmer adresse précise; Confirmer contact; Confirmer prix,,,800 m²,,https://www.destination-yvelines.fr/weekend-spa-yvelines,scraped,200
"Local de répétition / Location, recherche à Montrouge (92120)",Montrouge,92,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Avenue de la République 92120 Montrouge,https://www.spectable.com/montrouge-92120/petites-annonces/local-de-repetition/n_2648-l_17747.php,fetch_failed,
Salle yoga de 26m2 à Montrouge (92),Montrouge,92,yes,kyaoso.com,"contact, prix",Confirmer contact; Confirmer prix,,,26m2,Allee de la Valliere 92120 Montrouge,https://kyaoso.com/listings/salle-yoga-de-26m2-a-montrouge-92-montrouge_0d216770-8e51-4a7e-b8bb-814f706232a2,scraped,200
Tarifs 2022,Bagneux,92,no,combagneux.org,capacité,Confirmer capacité,0623274962; 0501620979; 0268885055; 0242025718; 0149656950,23 €; 25 €; 26 €; 31 €,,2 cours d'1h/sem 2 211 € +​ 26 € 1 cours d'1h et 1 cours d'1h30 2 ​ 226 € +​ 31 € 2 cours d'1h30 2,https://www.combagneux.org/tarifs-yoga.html,scraped,200
Complexe sportif Jesse Owens,Cachan,94,no,ville-cachan.fr,"prix, capacité",Confirmer prix; Confirmer capacité,09 53 81 94 60; +33 6 07 13 05 11; 06 81 65 31 45; 06 52 28 40 55; 06 73 54 75 98,,,8 rue Camille-Desmoulins 94234 Cachan Cedex +33 1 49 69 69 69 Carte interactive Horaires d'ouver,https://ville-cachan.fr/annuaire-des-equipements/complexe-sportif-jesse-owens,scraped,200
Le Studio Montrouge Naama : dispo et tarif pour événement,Montrouge,92,yes,snapevent.fr,adresse précise,Confirmer adresse précise,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,900 €; 750 €; 400 €; 150 €,700m2; 300 personnes; 700 m²; 100 m²,,https://www.snapevent.fr/location-de-salle/paris/studio-montrouge-naama-4325,scraped,200
Maison des associations et initiatives citoyennes,Cachan,94,no,ville-cachan.fr,"prix, capacité",Confirmer prix; Confirmer capacité,nom.prenom@domaine.com; +33 1 49 69 69 72; +33 1 49 69 69 69,,,8 rue Camille-Desmoulins 94234 Cachan Cedex +33 1 49 69 69 69 Carte interactive Horaires d'ouver,https://ville-cachan.fr/maison-des-associations-et-initiatives-citoyennes,scraped,200
ESPACE YOGA,Châtillon,92,no,omeps-chatillon.com,"prix, capacité",Confirmer prix; Confirmer capacité,contact@espace-yoga.org; 0317727518; 0481127919; 0560649170; 0481134388; 0560650150,,,35 av Clément Perrière 92320 Châtillon QUARTIER : LE STADE - JOLIOT-CURIE Espace Maison-Blanche,https://omeps-chatillon.com/association/espace-yoga,scraped,200
Cours de Dojo et Arts Martiaux à Montrouge,Montrouge,92,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue Maurice Arnoux 92120 Montrouge,https://www.pagesjaunes.fr/annuaire/montrouge-92/dojo,fetch_failed,
Cours yoga à Montrouge (92),Montrouge,92,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue Chaintron 92120 Montrouge,https://www.pagesjaunes.fr/annuaire/montrouge-92/yoga-lecons,fetch_failed,
"Louer un studio de danse à Arcueil, Île",Arcueil,94,yes,peerspace.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.peerspace.com/fr/venues/fr/arcueil--%C3%AEle-de-france/dance-studio,fetch_failed,
Janine,Bagneux,92,no,sports.gouv.fr,"contact, prix",Confirmer contact; Confirmer prix,,,3000 m2; 288 m2; 1300 m2; 100 m2,Rue Germaine 92220 Bagneux,https://www.sports.gouv.fr/en/halle-des-sports-janine-jambu,scraped,200
"Local de répétition / Location, recherche à Arcueil (94110)",Arcueil,94,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Avenue de la Convention 94110 Arcueil,https://www.spectable.com/arcueil-94110/petites-annonces/local-de-repetition/n_2648-l_17828.php,fetch_failed,
Judo,Châtillon,92,yes,chatillon-en-vendelais.fr,"prix, capacité",Confirmer prix; Confirmer capacité,dojovitreen@gmail.com; 0334990545; 06.70.34.54.04; 06.99.89.77.50; 06 12 62 33 13; 06 78 72 69 34,,,Châtillon,https://www.chatillon-en-vendelais.fr/annuaires/2087-2,scraped,200
Yoga à Arcueil,Arcueil,94,yes,mescommerces.iledefrance.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://mescommerces.iledefrance.fr/annuaire/ville/arcueil-94/yoga,fetch_failed,
"Louer une salle pour fête d'anniversaire à Arcueil, Île",Arcueil,94,yes,peerspace.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.peerspace.com/fr/venues/fr/arcueil--%C3%AEle-de-france/birthday-party-venue,fetch_failed,
